id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,front_sprite,back_sprite
800,Necrozma,Psychic,,97,107,101,127,89,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/800.png
801,Magearna,Steel,Fairy,80,95,115,130,115,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/801.png
802,Marshadow,Fighting,Ghost,90,125,80,90,90,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/802.png
803,Poipole,Poison,,67,73,67,73,67,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/803.png
804,Naganadel,Poison,Dragon,73,73,73,127,73,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/804.png
805,Stakataka,Rock,Steel,61,131,211,53,101,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/805.png
806,Blacephalon,Fire,Ghost,53,127,53,151,79,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/806.png
807,Zeraora,Electric,,88,112,75,102,80,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/807.png
808,Meltan,Steel,,46,65,65,55,35,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/808.png
809,Melmetal,Steel,,135,143,143,80,65,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/809.png
810,Grookey,Grass,,50,65,50,40,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/810.png
811,Thwackey,Grass,,70,85,70,55,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/811.png
812,Rillaboom,Grass,,100,125,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/812.png
813,Scorbunny,Fire,,50,71,40,40,40,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/813.png
814,Raboot,Fire,,65,86,60,55,60,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/814.png
815,Cinderace,Fire,,80,116,75,65,75,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/815.png
816,Sobble,Water,,50,40,40,70,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/816.png
817,Drizzile,Water,,65,60,55,95,55,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/817.png
818,Inteleon,Water,,70,85,65,125,65,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/818.png
819,Skwovet,Normal,,70,55,55,35,35,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/819.png
820,Greedent,Normal,,120,95,95,55,75,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/820.png
821,Rookidee,Flying,,38,47,35,33,35,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/821.png
822,Corvisquire,Flying,,68,67,55,43,55,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/822.png
823,Corviknight,Flying,Steel,98,87,105,53,85,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/823.png
824,Blipbug,Bug,,25,20,20,25,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/824.png
825,Dottler,Bug,Psychic,50,35,80,50,90,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/825.png
826,Orbeetle,Bug,Psychic,60,45,110,80,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/826.png
827,Nickit,Dark,,40,28,28,47,52,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/827.png
828,Thievul,Dark,,70,58,58,87,92,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/828.png
829,Gossifleur,Grass,,40,40,60,40,60,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/829.png
830,Eldegoss,Grass,,60,50,90,80,120,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/830.png
831,Wooloo,Normal,,42,40,55,40,45,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/831.png
832,Dubwool,Normal,,72,80,100,60,90,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/832.png
833,Chewtle,Water,,50,64,50,38,38,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/833.png
834,Drednaw,Water,Rock,90,115,90,48,68,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/834.png
835,Yamper,Electric,,59,45,50,40,50,26,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/835.png
836,Boltund,Electric,,69,90,60,90,60,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/836.png
837,Rolycoly,Rock,,30,40,50,40,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/837.png
838,Carkol,Rock,Fire,80,60,90,60,70,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/838.png
839,Coalossal,Rock,Fire,110,80,120,80,90,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/839.png
840,Applin,Grass,Dragon,40,40,80,40,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/840.png
841,Flapple,Grass,Dragon,70,110,80,95,60,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/841.png
842,Appletun,Grass,Dragon,110,85,80,100,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/842.png
843,Silicobra,Ground,,52,57,75,35,50,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/843.png
844,Sandaconda,Ground,,72,107,125,65,70,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/844.png
845,Cramorant,Flying,Water,70,85,55,85,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/845.png
846,Arrokuda,Water,,41,63,40,40,30,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/846.png
847,Barraskewda,Water,,61,123,60,60,50,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/847.png
848,Toxel,Electric,Poison,40,38,35,54,35,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/848.png
849,Toxtricity,Electric,Poison,75,98,70,114,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/849.png
850,Sizzlipede,Fire,Bug,50,65,45,50,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/850.png
851,Centiskorch,Fire,Bug,100,115,65,90,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/851.png
852,Clobbopus,Fighting,,50,68,60,50,50,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/852.png
853,Grapploct,Fighting,,80,118,90,70,80,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/853.png
854,Sinistea,Ghost,,40,45,45,74,54,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/854.png
855,Polteageist,Ghost,,60,65,65,134,114,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/855.png
856,Hatenna,Psychic,,42,30,45,56,53,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/856.png
857,Hattrem,Psychic,,57,40,65,86,73,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/857.png
858,Hatterene,Psychic,Fairy,57,90,95,136,103,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/858.png
859,Impidimp,Dark,Fairy,45,45,30,55,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/859.png
860,Morgrem,Dark,Fairy,65,60,45,75,55,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/860.png
861,Grimmsnarl,Dark,Fairy,95,120,65,95,75,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/861.png
862,Obstagoon,Dark,Normal,93,90,101,60,81,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/862.png
863,Perrserker,Steel,,70,110,100,50,60,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/863.png
864,Cursola,Ghost,,60,95,50,145,130,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/864.png
865,Sirfetch’d,Fighting,,62,135,95,68,82,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/865.png
866,Mr. Rime,Ice,Psychic,80,85,75,110,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/866.png
867,Runerigus,Ground,Ghost,58,95,145,50,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/867.png
868,Milcery,Fairy,,45,40,40,50,61,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/868.png
869,Alcremie,Fairy,,65,60,75,110,121,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/869.png
870,Falinks,Fighting,,65,100,100,70,60,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/870.png
871,Pincurchin,Electric,,48,101,95,91,85,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/871.png
872,Snom,Ice,Bug,30,25,35,45,30,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/872.png
873,Frosmoth,Ice,Bug,70,65,60,125,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/873.png
874,Stonjourner,Rock,,100,125,135,20,20,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/874.png
875,Eiscue,Ice,,75,80,110,65,90,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/875.png
876,Indeedee,Psychic,Normal,60,65,55,105,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/876.png
877,Morpeko,Electric,Dark,58,95,58,70,58,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/877.png
878,Cufant,Steel,,72,80,49,40,49,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/878.png
879,Copperajah,Steel,,122,130,69,80,69,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/879.png
880,Dracozolt,Electric,Dragon,90,100,90,80,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/880.png
881,Arctozolt,Electric,Ice,90,100,90,90,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/881.png
882,Dracovish,Water,Dragon,90,90,100,70,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/882.png
883,Arctovish,Water,Ice,90,90,100,80,90,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/883.png
884,Duraludon,Steel,Dragon,70,95,115,120,50,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/884.png
885,Dreepy,Dragon,Ghost,28,60,30,40,30,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/885.png
886,Drakloak,Dragon,Ghost,68,80,50,60,50,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/886.png
887,Dragapult,Dragon,Ghost,88,120,75,100,75,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/887.png
888,Zacian,Fairy,,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/888.png
889,Zamazenta,Fighting,,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/889.png
890,Eternatus,Poison,Dragon,140,85,95,145,95,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/890.png
891,Kubfu,Fighting,,60,90,60,53,50,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/891.png
892,Urshifu,Fighting,Dark,100,130,100,63,60,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/892.png
893,Zarude,Dark,Grass,105,120,105,70,95,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/893.png
894,Regieleki,Electric,,80,100,50,100,50,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/894.png
895,Regidrago,Dragon,,200,100,50,100,50,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/895.png
896,Glastrier,Ice,,100,145,130,65,110,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/896.png
897,Spectrier,Ghost,,100,65,60,145,80,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/897.png
898,Calyrex,Psychic,Grass,100,80,80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/898.png
899,Wyrdeer,Normal,Psychic,103,105,72,105,75,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/899.png
900,Kleavor,Bug,Rock,70,135,95,45,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/900.png
901,Ursaluna,Ground,Normal,130,140,105,45,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/901.png
902,Basculegion,Water,Ghost,120,112,65,80,75,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/902.png
903,Sneasler,Fighting,Poison,80,130,60,40,80,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/903.png
904,Overqwil,Dark,Poison,85,115,95,65,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/904.png
905,Enamorus,Fairy,Flying,74,115,70,135,80,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/905.png
906,Sprigatito,Grass,,40,61,54,45,45,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/906.png
907,Floragato,Grass,,61,80,63,60,63,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/907.png
908,Meowscarada,Grass,Dark,76,110,70,81,70,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/908.png
909,Fuecoco,Fire,,67,45,59,63,40,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/909.png
910,Crocalor,Fire,,81,55,78,90,58,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/910.png
911,Skeledirge,Fire,Ghost,104,75,100,110,75,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/911.png
912,Quaxly,Water,,55,65,45,50,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/912.png
913,Quaxwell,Water,,70,85,65,65,60,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/913.png
914,Quaquaval,Water,Fighting,85,120,80,85,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/914.png
915,Lechonk,Normal,,54,45,40,35,45,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/915.png
916,Oinkologne,Normal,,110,100,75,59,80,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/916.png
917,Tarountula,Bug,,35,41,45,29,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/917.png
918,Spidops,Bug,,60,79,92,52,86,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/918.png
919,Nymble,Bug,,33,46,40,21,25,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/919.png
920,Lokix,Bug,Dark,71,102,78,52,55,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/920.png
921,Pawmi,Electric,,45,50,20,40,25,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/921.png
922,Pawmo,Electric,Fighting,60,75,40,50,40,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/922.png
923,Pawmot,Electric,Fighting,70,115,70,70,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/923.png
924,Tandemaus,Normal,,50,50,45,40,45,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/924.png
925,Maushold,Normal,,74,75,70,65,75,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/925.png
926,Fidough,Fairy,,37,55,70,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/926.png
927,Dachsbun,Fairy,,57,80,115,50,80,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/927.png
